neighborhood,property_type,bedrooms,bathrooms,size_sqft,age_years,distance_to_cbd_km,has_parking,has_garden,has_pool,gated_community,security_score,price_kes
Ruiru,Apartment,2,2,818,11,22.8,1,0,0,1,2,3885000.0
Karen,Apartment,3,3,918,23,8.0,1,0,0,0,1,17590000.0
Kasarani,Villa,3,3,1479,7,23.5,0,1,0,1,2,7546000.0
Westlands,Maisonette,4,4,1545,11,5.8,1,0,0,0,5,28919000.0
Kilimani,Apartment,2,1,851,16,0.5,0,0,0,0,3,13091000.0
Langata,Townhouse,3,2,1103,29,19.5,1,0,0,1,3,9631000.0
Kitisuru,Townhouse,3,3,1059,28,2.7,1,0,1,1,1,22068000.0
Westlands,Apartment,1,1,589,5,3.3,1,0,1,0,5,12059000.0
Ngong Road,Villa,1,1,787,3,9.5,1,0,0,0,3,8853000.0
Buruburu,Apartment,2,2,766,5,13.5,0,0,0,0,4,5701000.0
Ruiru,Apartment,2,1,792,21,22.1,0,0,0,0,4,3804000.0
Lavington,Bungalow,2,2,895,15,9.5,0,1,0,1,5,16502000.0
Kikuyu,Apartment,2,1,674,4,25.3,1,0,0,0,5,3998000.0
Westlands,Apartment,3,3,1283,27,7.7,1,0,0,1,3,21555000.0
Kitisuru,Apartment,1,1,606,13,0.5,0,0,0,1,2,13383000.0
Roysambu,Maisonette,3,2,1124,0,9.7,1,1,0,1,5,9107000.0
Kileleshwa,Apartment,4,4,1147,21,3.3,1,0,0,0,2,17642000.0
Nyayo Estate,Apartment,3,2,1174,3,16.3,1,0,0,1,4,10689000.0
Lavington,Apartment,3,2,1105,26,11.1,1,0,1,0,2,18256000.0
Karen,Apartment,4,4,1541,0,3.4,1,0,1,1,1,41493000.0
Westlands,Apartment,3,3,1106,14,9.9,1,0,1,0,3,20417000.0
Rongai,Apartment,4,4,1008,13,23.2,1,0,0,1,5,6040000.0
Westlands,Townhouse,5,5,1445,29,3.0,1,0,1,1,3,30700000.0
Dagoretti,Apartment,4,3,1334,16,12.8,0,0,0,1,2,9186000.0
Kitisuru,Townhouse,3,3,1096,29,5.1,1,0,0,1,1,22515000.0
Westlands,Maisonette,2,1,1133,0,19.3,1,1,0,1,5,17055000.0
Kilimani,Apartment,3,2,928,1,8.0,1,0,0,0,1,15279000.0
Athi River,Apartment,5,4,2043,17,36.0,1,0,0,0,3,7523000.0
Ngong Road,Maisonette,3,2,1157,22,3.8,1,1,0,1,3,15045000.0
Kikuyu,Apartment,3,3,1223,25,25.1,1,0,0,1,4,5933000.0
Thika Road,Apartment,2,2,657,4,15.8,1,0,0,1,2,4470000.0
Upperhill,Apartment,2,1,901,0,9.4,1,0,0,1,3,17428000.0
Runda,Apartment,6,5,1890,25,0.5,1,0,0,1,4,50964000.0
Athi River,Apartment,5,5,1600,15,24.9,1,0,0,1,5,7260000.0
Donholm,Apartment,3,3,1223,13,12.8,1,0,0,1,2,9601000.0
Kitisuru,Apartment,4,4,1008,4,10.2,1,0,1,1,1,24499000.0
Thika Road,Apartment,3,3,1208,4,25.8,0,0,0,0,3,6895000.0
Loresho,Bungalow,3,2,1526,6,12.5,1,0,0,1,3,21298000.0
Westlands,Apartment,3,2,1274,5,5.9,1,0,1,1,4,27487000.0
Muthaiga,Maisonette,3,3,1121,8,6.1,0,1,0,1,4,27370000.0
Spring Valley,Apartment,3,2,883,6,16.2,1,0,0,1,3,14811000.0
Ngong Road,Apartment,2,2,1042,27,5.6,1,0,0,0,5,10687000.0
Athi River,Apartment,3,2,1056,0,24.2,1,0,0,1,3,4670000.0
Kitisuru,Maisonette,4,4,1580,3,0.5,1,1,1,0,5,41320000.0
Upperhill,Bungalow,4,3,1721,29,7.8,1,0,0,1,1,26049000.0
Kikuyu,Apartment,5,5,1704,9,21.8,1,0,0,0,4,9732000.0
Umoja,Apartment,3,2,1002,1,15.5,0,0,0,0,3,5676000.0
Thika Road,Villa,2,2,1113,17,19.9,0,1,0,0,2,6854000.0
Upperhill,Bungalow,2,2,1422,14,1.7,0,1,0,1,2,24359000.0
Kikuyu,Bungalow,1,1,876,18,21.1,1,0,0,1,1,4632000.0
Thika Road,Townhouse,2,2,729,5,19.2,1,0,0,0,1,4732000.0
Donholm,Apartment,1,1,669,24,18.3,1,0,0,1,1,4897000.0
South C,Townhouse,3,2,988,21,9.5,0,0,0,1,2,8270000.0
Athi River,Apartment,2,2,668,18,26.3,1,0,0,1,2,2749000.0
Lavington,Apartment,6,5,2502,23,3.8,0,0,1,1,4,51773000.0
Dagoretti,Apartment,4,3,1476,15,28.5,1,0,0,0,2,10974000.0
Kitisuru,Maisonette,3,2,1110,14,0.5,1,0,0,1,3,27130000.0
Umoja,Apartment,3,3,1101,25,18.0,1,0,0,0,1,5493000.0
Ruaka,Apartment,2,1,869,17,22.1,1,0,0,0,4,6424000.0
Roysambu,Apartment,5,5,1597,21,15.0,1,0,0,1,3,9531000.0
Westlands,Villa,4,4,2034,22,7.2,1,1,1,1,3,39749000.0
Embakasi,Villa,4,3,1590,16,17.6,1,0,0,1,2,10636000.0
Kikuyu,Apartment,2,2,872,27,24.3,1,0,0,0,5,4729000.0
Umoja,Apartment,2,2,800,7,23.5,1,0,0,0,4,4769000.0
Ruiru,Apartment,2,1,921,10,19.8,0,0,0,1,1,3850000.0
Kilimani,Apartment,2,1,830,15,1.6,1,0,0,1,1,14732000.0
Kitisuru,Apartment,4,3,1249,20,12.0,1,0,0,1,4,25693000.0
Rongai,Apartment,3,2,992,5,28.4,1,0,0,1,2,6505000.0
South C,Apartment,3,2,1248,23,5.2,0,0,0,1,4,12156000.0
Embakasi,Apartment,2,2,832,12,22.9,1,0,0,0,3,5790000.0
Athi River,Townhouse,4,4,1337,11,28.8,1,0,0,0,4,5212000.0
Kitisuru,Maisonette,2,1,969,22,9.6,0,1,0,1,4,19408000.0
Kahawa,Apartment,1,1,524,12,37.5,1,0,0,0,1,2048000.0
Kitisuru,Apartment,3,3,1171,18,8.5,1,0,0,0,3,26510000.0
Nyayo Estate,Apartment,3,3,996,13,14.0,1,0,0,1,2,10423000.0
Runda,Bungalow,2,1,1192,6,5.5,1,0,0,0,4,27968000.0
Donholm,Bungalow,2,1,1375,15,12.2,0,0,0,1,1,8743000.0
Kahawa,Maisonette,1,1,779,0,27.5,1,0,0,1,5,4319000.0
Runda,Maisonette,5,4,1917,6,2.3,1,1,0,0,2,44797000.0
Kahawa,Villa,2,1,1380,11,24.4,1,1,0,0,5,6488000.0
Donholm,Maisonette,3,3,841,14,16.0,1,0,0,0,1,6116000.0
Upperhill,Apartment,1,1,585,5,9.2,1,0,0,1,5,9689000.0
Embakasi,Apartment,4,4,1703,5,27.0,1,0,0,1,2,10709000.0
Spring Valley,Bungalow,3,2,1552,9,11.0,1,1,0,0,4,28950000.0
Muthaiga,Apartment,1,1,605,27,9.4,0,0,0,1,4,11154000.0
Kitisuru,Apartment,6,5,1578,9,3.9,1,0,0,0,2,33627000.0
Kitisuru,Maisonette,5,4,1786,27,0.9,1,1,0,1,5,40257000.0
Lavington,Apartment,3,3,1195,2,23.0,1,0,0,1,4,24016000.0
South B,Apartment,3,3,1091,19,16.3,1,0,0,1,1,9231000.0
Loresho,Townhouse,1,1,734,20,4.5,1,0,0,1,4,10251000.0
South C,Maisonette,3,3,1153,29,12.6,1,1,0,1,1,10527000.0
Langata,Maisonette,2,1,808,24,10.1,1,0,0,1,1,9270000.0
Ngong Road,Apartment,3,2,1084,15,18.2,1,0,0,1,4,12067000.0
Athi River,Apartment,2,2,987,19,27.4,1,0,0,1,5,4546000.0
Thika Road,Apartment,2,1,660,11,20.5,1,0,0,1,2,4572000.0
Donholm,Townhouse,4,4,1727,12,8.6,1,0,0,1,5,13367000.0
Ruaka,Maisonette,3,3,1159,26,15.1,0,0,0,1,5,8801000.0
Embakasi,Apartment,3,2,1058,16,24.9,1,0,0,1,3,5938000.0
Muthaiga,Apartment,2,2,696,1,0.5,0,0,0,1,5,16911000.0
Kilimani,Villa,3,2,1571,22,5.3,1,1,0,0,2,24849000.0
Kileleshwa,Apartment,2,1,737,2,9.4,1,0,0,1,3,12159000.0
South C,Apartment,2,1,890,18,6.5,1,0,0,0,2,7275000.0
Ngong Road,Apartment,2,1,909,19,13.6,1,0,0,0,4,9125000.0
Umoja,Apartment,2,1,1131,20,13.9,0,0,0,1,2,6678000.0
Nyayo Estate,Townhouse,3,3,1369,0,18.4,1,0,0,1,5,14171000.0
Runda,Villa,4,3,1966,3,11.7,1,1,0,1,4,59244000.0
Kikuyu,Townhouse,4,4,1670,5,19.8,1,0,0,1,5,10891000.0
Nyayo Estate,Apartment,3,3,1221,14,11.5,0,0,0,0,3,11026000.0
Kilimani,Apartment,4,4,1842,18,3.7,1,0,0,1,4,29903000.0
Loresho,Apartment,3,3,989,11,9.1,1,0,0,1,2,15254000.0
Upperhill,Villa,2,2,1362,12,11.7,1,0,0,0,5,18591000.0
South B,Apartment,4,3,1742,28,10.5,1,0,0,1,4,16468000.0
Langata,Apartment,4,4,1447,4,12.2,1,0,0,1,2,17447000.0
Loresho,Apartment,2,2,853,27,10.1,1,0,0,0,4,10630000.0
Roysambu,Bungalow,4,3,1823,18,7.5,1,1,0,0,2,12173000.0
Muthaiga,Apartment,4,4,1458,6,10.3,1,0,0,1,5,40258000.0
Athi River,Apartment,5,4,1264,21,32.0,1,0,0,1,3,5369000.0
Westlands,Townhouse,3,2,1404,16,11.9,0,0,0,1,3,23321000.0
Runda,Bungalow,2,2,1136,26,13.0,1,1,0,1,1,26804000.0
Rongai,Villa,3,2,1370,26,25.2,1,1,0,1,5,8152000.0
Kasarani,Apartment,4,3,1434,1,24.5,1,0,0,0,4,7731000.0
Muthaiga,Apartment,2,2,781,20,0.5,0,0,0,0,5,15579000.0
Roysambu,Apartment,4,4,1184,27,19.6,1,0,0,1,1,6317000.0
Dagoretti,Townhouse,4,4,1405,16,11.2,1,0,0,0,3,10915000.0
Muthaiga,Apartment,1,1,657,14,4.0,1,0,0,1,2,15901000.0
Lavington,Apartment,4,3,1214,15,8.2,1,0,0,1,3,25991000.0
Dagoretti,Apartment,2,2,1141,9,11.4,1,0,0,1,1,9920000.0
Runda,Apartment,3,3,1085,10,0.5,0,0,0,1,3,30247000.0
Kitisuru,Apartment,3,2,1198,28,3.2,1,0,0,1,3,23019000.0
Roysambu,Apartment,2,2,873,14,6.0,1,0,0,1,1,5269000.0
South B,Apartment,2,2,659,13,7.0,1,0,0,1,2,6656000.0
Langata,Maisonette,2,1,1190,19,17.3,0,1,0,0,1,12607000.0
Nyayo Estate,Bungalow,3,3,998,10,15.9,0,0,0,1,4,9099000.0
South B,Apartment,3,2,1468,18,13.5,1,0,0,0,5,13152000.0
Kileleshwa,Villa,3,3,1377,10,13.0,1,0,0,1,4,20859000.0
Westlands,Bungalow,2,2,1397,16,12.1,1,1,0,1,3,22967000.0
Langata,Apartment,3,3,1119,2,8.1,1,0,0,0,3,11663000.0
Donholm,Apartment,4,4,1159,2,15.6,1,0,0,1,1,8333000.0
Ruiru,Apartment,3,3,857,1,21.0,0,0,0,0,4,4170000.0
Buruburu,Apartment,1,1,603,2,13.7,1,0,0,1,1,5004000.0
Langata,Apartment,3,3,942,15,11.3,1,0,0,0,4,10391000.0
Athi River,Villa,3,2,1458,24,43.2,1,1,0,0,2,5177000.0
Upperhill,Apartment,2,2,1106,5,2.9,1,0,0,1,2,16475000.0
Spring Valley,Apartment,4,3,1333,1,0.5,0,0,1,0,2,29678000.0
Ruiru,Apartment,3,3,1003,18,35.2,1,0,0,1,2,4208000.0
Embakasi,Bungalow,3,3,931,25,24.4,1,1,0,1,5,5557000.0
Buruburu,Apartment,2,2,741,15,28.2,1,0,0,0,3,4528000.0
Langata,Apartment,4,4,852,24,8.9,0,0,0,0,2,8619000.0
Ruaka,Bungalow,3,2,1639,21,12.9,1,1,0,1,4,12096000.0
Umoja,Apartment,5,5,1601,0,12.7,1,0,0,1,5,10641000.0
Thika Road,Maisonette,2,2,784,25,28.5,0,1,0,0,5,4453000.0
Embakasi,Apartment,2,1,658,2,9.6,1,0,0,1,4,4599000.0
Roysambu,Maisonette,2,2,922,16,19.0,1,0,0,1,4,6131000.0
Athi River,Apartment,3,2,907,27,23.2,1,0,0,1,3,3639000.0
Roysambu,Maisonette,3,2,1032,4,26.0,1,0,0,1,5,6538000.0
Roysambu,Maisonette,1,1,791,15,31.3,1,1,0,0,4,4906000.0
Rongai,Villa,3,3,1551,2,20.9,0,1,0,1,2,8916000.0
Muthaiga,Maisonette,4,3,1685,6,7.1,1,0,0,0,1,39023000.0
Lavington,Maisonette,4,4,1725,15,9.2,1,0,0,0,2,32624000.0
Thika Road,Apartment,4,4,1331,2,19.9,0,0,0,1,1,8714000.0
Muthaiga,Maisonette,2,2,909,19,8.3,1,1,0,1,4,22429000.0
Thika Road,Maisonette,4,4,1944,22,15.8,0,1,0,0,2,13134000.0
Westlands,Townhouse,2,2,904,20,8.5,1,0,1,0,1,14728000.0
Westlands,Maisonette,2,1,507,22,4.9,1,0,1,1,1,10051000.0
Roysambu,Bungalow,3,2,2148,20,19.6,1,1,0,0,3,12215000.0
Kahawa,Villa,3,3,1670,14,23.4,1,0,0,1,5,8296000.0
Embakasi,Apartment,5,5,1538,19,20.7,1,0,0,0,2,9017000.0
Athi River,Apartment,3,2,919,14,25.1,0,0,0,1,2,3915000.0
Athi River,Maisonette,3,3,1073,3,20.8,1,1,0,1,1,4713000.0
Buruburu,Apartment,4,3,1350,12,10.9,0,0,0,1,1,10011000.0
Langata,Apartment,3,2,857,21,5.3,1,0,0,0,3,8242000.0
Donholm,Maisonette,5,4,1500,11,22.3,1,0,0,1,5,12254000.0
Kikuyu,Townhouse,1,1,544,12,20.5,1,0,0,0,3,2943000.0
Kileleshwa,Apartment,4,4,1438,8,12.7,1,0,0,1,4,26685000.0
Ruiru,Townhouse,3,3,1052,20,27.8,1,0,0,0,1,4578000.0
Kahawa,Apartment,4,4,1247,12,23.1,1,0,0,0,2,5356000.0
Spring Valley,Townhouse,3,3,1057,12,2.2,1,0,0,0,5,18979000.0
Kasarani,Townhouse,2,2,1050,29,23.3,1,0,0,1,4,5081000.0
Muthaiga,Maisonette,2,1,1160,6,12.4,1,0,0,1,3,25042000.0
Westlands,Apartment,3,3,1107,28,0.5,0,0,1,0,5,22243000.0
Donholm,Maisonette,4,3,1773,21,18.8,0,1,0,0,2,9792000.0
Nyayo Estate,Townhouse,4,3,1595,1,9.0,0,0,0,0,3,17633000.0
Kilimani,Villa,5,5,1892,5,5.9,0,1,1,1,1,37771000.0
Upperhill,Apartment,2,1,733,8,13.4,1,0,0,1,2,12336000.0
Kikuyu,Apartment,3,2,932,18,22.3,1,0,0,0,2,4181000.0
Ruaka,Villa,3,3,1236,20,27.0,1,0,0,0,5,9049000.0
Loresho,Apartment,3,2,1031,23,18.5,1,0,0,1,2,14114000.0
Ngong Road,Apartment,3,3,1002,1,17.3,0,0,0,1,1,12094000.0
Roysambu,Villa,4,3,2040,28,20.9,1,1,0,1,1,12454000.0
Runda,Villa,3,2,1686,8,14.9,1,0,1,0,2,35533000.0
Kitisuru,Apartment,1,1,489,27,0.5,0,0,0,0,3,9161000.0
Lavington,Apartment,2,1,731,23,9.6,1,0,0,1,1,11299000.0
Athi River,Apartment,4,3,1319,18,34.8,1,0,0,1,2,4475000.0
Roysambu,Bungalow,5,5,2329,11,12.7,1,1,0,1,1,16690000.0
Spring Valley,Apartment,5,5,1697,13,18.8,1,0,0,0,1,27678000.0
Lavington,Apartment,5,5,1566,1,3.2,1,0,0,1,3,40534000.0
Langata,Apartment,3,2,1199,24,9.2,1,0,0,1,5,13368000.0
Langata,Townhouse,3,2,1065,29,11.1,1,0,0,0,4,10796000.0
Ngong Road,Maisonette,4,4,1572,2,2.3,1,0,0,1,3,18099000.0
Umoja,Villa,3,2,1623,26,16.0,1,1,0,1,4,8124000.0
Ruiru,Apartment,2,2,994,8,14.1,1,0,0,1,5,5051000.0
Embakasi,Villa,3,2,1355,23,6.2,1,0,0,0,3,8255000.0
South C,Apartment,3,3,1363,7,9.3,0,0,0,1,2,14523000.0
Kasarani,Maisonette,5,5,1615,26,27.2,1,1,0,1,5,9541000.0
Westlands,Apartment,3,3,1294,28,16.3,1,0,0,1,1,18753000.0
Ruaka,Apartment,1,1,544,5,11.6,1,0,0,0,1,4689000.0
Rongai,Apartment,3,2,1428,15,25.8,1,0,0,0,5,7561000.0
Rongai,Apartment,1,1,511,20,30.0,1,0,0,1,5,2914000.0
Kilimani,Villa,3,3,1798,7,16.9,1,1,1,1,3,32799000.0
Westlands,Maisonette,5,5,1781,26,7.4,0,0,1,0,5,35497000.0
Karen,Bungalow,6,6,2110,28,9.5,1,1,1,1,2,54923000.0
Westlands,Maisonette,1,1,787,19,10.2,1,0,0,1,2,14615000.0
South C,Apartment,2,2,904,20,8.4,1,0,0,1,5,10188000.0
Ruaka,Apartment,3,2,1183,4,18.4,1,0,0,1,4,9884000.0
Kitisuru,Apartment,1,1,664,11,3.8,1,0,0,0,2,13023000.0
Karen,Maisonette,4,4,1598,6,5.4,1,1,1,0,5,35647000.0
Upperhill,Apartment,3,3,945,24,7.3,1,0,0,0,2,12497000.0
Nyayo Estate,Maisonette,2,2,1122,2,14.0,1,1,0,0,3,11816000.0
Spring Valley,Villa,2,2,989,26,13.2,1,0,0,1,1,15229000.0
Rongai,Apartment,4,3,1412,23,18.2,1,0,0,1,3,7650000.0
Athi River,Apartment,5,5,1818,3,22.8,1,0,0,1,4,8117000.0
Buruburu,Bungalow,3,2,1315,28,22.3,1,1,0,1,5,9817000.0
Nyayo Estate,Townhouse,2,2,799,24,7.6,1,0,0,1,1,7787000.0
Ruiru,Villa,2,1,1098,28,24.1,1,1,0,1,3,5102000.0
Karen,Apartment,5,4,1825,12,15.4,1,0,1,0,1,40116000.0
South C,Apartment,3,3,1104,24,16.9,0,0,0,1,1,8772000.0
Kilimani,Townhouse,4,3,1575,19,0.5,1,0,0,1,3,26577000.0
Lavington,Apartment,3,3,1197,25,16.4,1,0,0,0,5,17124000.0
Karen,Villa,2,2,1136,27,11.3,1,0,0,0,1,19244000.0
South B,Maisonette,3,2,1017,26,6.3,1,1,0,1,4,9554000.0
Donholm,Maisonette,2,1,1096,5,21.0,1,1,0,1,4,7868000.0
Nyayo Estate,Maisonette,5,5,1819,20,11.3,1,1,0,0,1,15101000.0
Embakasi,Apartment,3,3,1074,26,24.5,0,0,0,1,1,5204000.0
Roysambu,Apartment,2,2,792,5,12.0,0,0,0,1,5,5569000.0
Kasarani,Villa,2,1,1029,19,23.8,0,0,0,1,2,5695000.0
Loresho,Apartment,2,2,969,5,9.1,1,0,0,1,1,12778000.0
Dagoretti,Apartment,3,2,1143,12,17.4,1,0,0,1,2,9313000.0
Lavington,Apartment,4,4,1761,21,7.4,1,0,0,1,4,31517000.0
Kitisuru,Bungalow,4,4,2245,16,15.1,0,1,0,1,2,56019000.0
Upperhill,Maisonette,3,2,986,12,6.8,1,0,0,1,4,17696000.0
Kasarani,Apartment,2,2,867,13,20.0,1,0,0,0,4,4386000.0
Kasarani,Maisonette,2,1,1240,1,21.3,1,1,0,1,5,8134000.0
Langata,Apartment,5,5,1855,29,20.0,1,0,0,1,3,19758000.0
Ngong Road,Bungalow,3,2,1391,12,16.7,1,1,0,0,5,17183000.0
Nyayo Estate,Apartment,4,3,1666,24,20.7,1,0,0,1,1,14468000.0
Ngong Road,Townhouse,1,1,560,11,4.4,1,0,0,0,4,6531000.0
South B,Apartment,2,1,1025,11,9.0,1,0,0,0,4,8616000.0
Donholm,Apartment,3,2,1201,1,17.9,1,0,0,0,5,9370000.0
Embakasi,Apartment,5,5,1896,1,27.9,1,0,0,1,1,13254000.0
South B,Bungalow,2,2,1095,14,16.3,1,0,0,0,3,9596000.0
Langata,Apartment,1,1,709,10,17.1,1,0,0,0,3,7081000.0
Umoja,Apartment,3,3,1181,29,24.7,1,0,0,0,5,6080000.0
Muthaiga,Villa,3,3,1510,10,0.5,1,0,1,1,1,44736000.0
Runda,Apartment,3,3,996,6,7.0,1,0,0,1,5,29251000.0
Ngong Road,Apartment,2,2,789,19,13.0,0,0,0,0,5,8190000.0
Kikuyu,Apartment,3,2,880,1,18.9,1,0,0,1,4,5150000.0
Upperhill,Apartment,4,3,1334,21,7.1,1,0,1,0,5,22527000.0
Langata,Apartment,5,4,1545,29,10.6,0,0,0,1,3,16545000.0
Dagoretti,Apartment,5,5,1618,21,14.8,1,0,0,0,4,13181000.0
Donholm,Villa,1,1,848,23,14.3,0,1,0,1,4,5503000.0
Umoja,Maisonette,2,1,1003,23,15.8,1,0,0,1,1,4871000.0
Donholm,Maisonette,3,2,1270,13,25.4,0,1,0,1,5,9326000.0
Kilimani,Apartment,2,2,878,26,9.5,0,0,1,1,4,15577000.0
Runda,Maisonette,1,1,624,17,1.0,1,1,1,1,3,17415000.0
Nyayo Estate,Apartment,4,3,1565,10,15.9,1,0,0,0,4,15822000.0
Dagoretti,Apartment,1,1,540,25,13.6,0,0,0,1,1,3995000.0
Langata,Townhouse,3,3,1167,16,13.2,1,0,0,1,3,13865000.0
Kahawa,Maisonette,3,2,1171,6,22.6,0,0,0,1,5,5739000.0
Donholm,Maisonette,4,3,1223,20,22.1,1,1,0,1,5,9641000.0
Kasarani,Villa,2,2,1235,1,13.3,0,1,0,0,4,7532000.0
Runda,Apartment,4,4,1313,12,14.1,1,0,1,1,2,31599000.0
Lavington,Bungalow,5,5,2070,8,0.5,1,1,0,1,2,42970000.0
Ngong Road,Bungalow,3,2,1531,28,9.9,1,1,0,1,2,16047000.0
Westlands,Apartment,3,3,1057,26,17.2,0,0,0,0,3,14151000.0
Ruiru,Bungalow,3,3,1471,10,24.8,0,1,0,1,5,8660000.0
Embakasi,Apartment,2,1,848,18,21.8,0,0,0,1,1,4880000.0
Loresho,Apartment,4,4,1325,22,7.7,0,0,0,1,4,16811000.0
Kikuyu,Apartment,2,2,932,7,21.1,1,0,0,0,5,4456000.0
Muthaiga,Bungalow,1,1,1121,2,9.8,1,1,0,0,4,27380000.0
Upperhill,Maisonette,2,2,1079,12,14.5,1,1,0,1,2,18769000.0
Westlands,Apartment,2,2,935,10,12.7,1,0,0,1,2,13351000.0
Buruburu,Maisonette,2,2,970,3,11.1,0,0,0,0,2,7004000.0
Embakasi,Apartment,2,1,1116,0,19.6,1,0,0,0,4,7029000.0
Roysambu,Apartment,2,1,810,3,22.1,1,0,0,0,4,5535000.0
South B,Apartment,5,4,1987,18,13.9,1,0,0,0,4,16002000.0
South C,Villa,5,5,1899,29,17.7,1,1,0,1,5,18745000.0
Nyayo Estate,Maisonette,3,3,1316,3,14.7,1,1,0,1,2,15893000.0
Kileleshwa,Apartment,3,3,1159,11,9.2,1,0,0,1,3,15391000.0
Kahawa,Townhouse,2,1,801,3,21.8,0,0,0,1,1,3656000.0
Spring Valley,Apartment,2,2,860,27,7.8,1,0,1,0,1,13944000.0
Roysambu,Villa,3,3,1030,6,18.8,1,1,0,1,2,8765000.0
Ruaka,Apartment,2,2,965,18,16.0,1,0,0,1,5,8652000.0
Thika Road,Apartment,3,3,1096,2,12.1,1,0,0,0,3,8714000.0
South B,Apartment,1,1,650,13,19.4,0,0,0,1,4,6031000.0
Upperhill,Townhouse,4,4,1397,25,6.3,1,0,0,0,5,21232000.0
Upperhill,Apartment,3,3,851,10,10.2,1,0,1,0,3,15766000.0
Karen,Bungalow,5,5,2235,11,10.4,1,1,0,0,3,56894000.0
Upperhill,Apartment,5,4,1647,5,14.4,1,0,0,1,2,29355000.0
Lavington,Villa,2,2,1315,29,18.7,1,0,1,1,4,21451000.0
Dagoretti,Apartment,3,3,1351,5,17.8,1,0,0,1,2,10210000.0
Loresho,Apartment,5,5,1580,12,4.6,1,0,0,1,2,24063000.0
South B,Bungalow,2,2,1260,27,4.2,1,1,0,1,5,14579000.0
Loresho,Villa,3,3,1629,20,9.5,1,1,0,0,2,23609000.0
Kahawa,Apartment,2,1,788,24,20.1,1,0,0,1,4,3583000.0
Kitisuru,Bungalow,3,2,1390,10,9.0,1,1,0,1,2,30618000.0
Buruburu,Apartment,6,6,2209,24,21.1,1,0,0,1,3,15079000.0
Loresho,Villa,4,3,2037,6,6.8,1,1,0,0,5,34148000.0
Dagoretti,Bungalow,6,6,2676,6,24.1,1,1,0,0,5,25964000.0
Athi River,Apartment,3,2,999,9,25.2,0,0,0,1,2,4390000.0
Langata,Apartment,1,1,500,12,12.0,0,0,0,0,4,5336000.0
Kilimani,Maisonette,2,2,995,15,13.9,1,1,1,0,2,16803000.0
Rongai,Townhouse,3,2,1159,0,17.8,1,0,0,0,1,6479000.0
Ngong Road,Apartment,2,2,903,8,6.4,1,0,0,1,1,11508000.0
South B,Maisonette,2,2,797,18,19.6,1,1,0,1,5,7174000.0
Westlands,Townhouse,1,1,673,3,8.0,1,0,0,1,1,12243000.0
Kileleshwa,Apartment,3,2,1288,24,10.6,1,0,0,1,5,23938000.0
Kitisuru,Apartment,3,3,1071,7,6.3,1,0,0,0,3,20325000.0
Langata,Apartment,3,3,1155,19,10.1,1,0,0,1,4,14183000.0
Ruaka,Maisonette,4,3,1494,16,4.7,1,1,0,0,3,12277000.0
Buruburu,Maisonette,3,3,1304,15,18.4,1,1,0,1,4,10020000.0
Kilimani,Maisonette,5,5,1356,1,15.5,1,0,0,0,1,19685000.0
Loresho,Apartment,2,2,961,18,5.4,1,0,0,1,2,14664000.0
South C,Apartment,2,1,777,0,6.6,0,0,0,0,1,6842000.0
Thika Road,Maisonette,2,2,805,19,14.1,1,0,0,1,2,4823000.0
Rongai,Apartment,3,3,805,29,16.4,1,0,0,1,2,4378000.0
Rongai,Apartment,4,3,986,19,23.2,1,0,0,0,1,5241000.0
Ruiru,Apartment,5,5,1685,8,21.0,1,0,0,1,4,10304000.0
Ruaka,Apartment,4,3,1590,29,19.5,1,0,0,1,3,11003000.0
South B,Townhouse,2,2,886,7,11.0,0,0,0,0,2,7828000.0
Upperhill,Townhouse,1,1,700,12,7.4,1,0,0,1,4,10819000.0
Runda,Maisonette,4,4,1175,18,4.0,1,0,0,1,5,33097000.0
Kitisuru,Maisonette,3,2,1239,9,0.5,0,0,1,0,3,30020000.0
Ngong Road,Apartment,2,1,1022,5,19.2,1,0,0,0,5,11549000.0
Rongai,Apartment,2,1,677,6,22.7,1,0,0,0,4,4343000.0
Embakasi,Apartment,3,2,1139,3,24.2,0,0,0,0,2,7364000.0
Westlands,Apartment,4,4,1016,9,11.4,1,0,0,1,3,22365000.0
Upperhill,Apartment,3,2,1120,27,3.5,1,0,0,1,3,17401000.0
Kahawa,Apartment,2,2,728,12,21.1,0,0,0,1,3,3730000.0
Roysambu,Maisonette,3,3,1219,13,8.9,1,1,0,1,3,8170000.0
Kasarani,Bungalow,2,1,906,25,14.1,1,1,0,1,1,4894000.0
Langata,Apartment,2,1,812,4,5.0,1,0,0,1,2,10100000.0
Embakasi,Apartment,2,2,880,15,24.5,0,0,0,1,4,5612000.0
Ruiru,Villa,5,5,2085,4,33.0,1,1,0,1,2,9983000.0
Langata,Townhouse,2,1,599,24,15.8,1,0,0,1,4,6946000.0
Buruburu,Apartment,3,3,1308,19,14.5,1,0,0,1,2,10782000.0
Ruaka,Apartment,3,3,1238,20,13.7,1,0,0,0,4,10399000.0
Athi River,Apartment,3,3,1206,2,25.0,1,0,0,0,1,4070000.0
Kahawa,Apartment,1,1,512,4,23.7,1,0,0,1,4,2408000.0
Dagoretti,Apartment,4,3,1036,20,10.9,1,0,0,0,2,6864000.0
Ruaka,Apartment,5,5,1866,24,13.6,1,0,0,1,2,12719000.0
Spring Valley,Townhouse,3,3,1228,29,7.3,1,0,0,0,3,19188000.0
